A-bomb Atombombe
athlete Sportler
athletes Sportler
athleticism Athletik
athletics Leichtathletik
atlas Atlas
atlases Atlanten
atmosphere Atmosphaere
atmospheres Atmosphaeren
atoll Atoll
atom Atom
atomization Zerstaeubung
atomizations Zerstaeubungen
atomizer Zerstaeuber
atoms Atome
atonement Suehne
atonements Suehnen
atria Vorhallen
atrium Vorhalle
atrociousness Scheusslichkeit
atrocities Greueltaten
atrocity Greueltat
atrophies Verkuemmerungen
atrophy Schwund
atropine Atropin
attachability Pfaendbarkeit
attache Attache
attachment Bindung
attachments Anhaenglichkeiten
attack Angriff
attacker Angreifer
attackers Angreifer
attacks Angriffe
attainabilities Erreichungen
attainability Erreichung
attainment Errungenschaft
attainments Kenntnisse
attar Blumenessenz
attars Blumenessenzen
attempt Versuch
attendance Beteiligung
attendances Dienstleistungen
attendant Begleiter
attendants Begleiter
attendee Anwesende
attendees Anwesende
attender Diener
attention Aufmerksamkeit
attentions Aufmerksamkeiten
attentiveness Achtsamkeit
attenuation Verminderung
attenuations Daempfungen
attenuator Daempfungsglied
attestation Zeugnis
attestations Zeugnisse
attic Dachkammer
attics Dachkammern
attorney Anwalt
attorneys Anwaelte
attorneyship Anwaltschaft
attractability Anziehbarkeit
attraction Attraktion
attractions Attraktionen
attractiveness Reiz
attribute Eigenschaft
attributes Eigenschaften
attribution Beilegung
attributions Beilegungen
attrition Abreibung
attritions Zermuerbungen
auction Versteigerung
auctioneer Auktionator
auctioneers Auktionshaus
auctions Auktionen
audaciousness Kuehnheit
audacity Mut
audibilities Hoerbarkeit
audibility Hoerbarkeit
audience Publikum
audiences Leserkreis
audio Ton
audit Revision
auditcompany Audit
auditing Pruefungswesen
auditor Zuhoerer
auditorium Aula
auditors Buchpruefer
auditory Zuhoererschaft
audits Buecherrevisionen
auger Bohrer
augers Bohrer
augment Vergroesserung
augmentation Vergroesserung
augmentations Vergroesserungen
augments Vergroesserungen
auguries Prophezeiungen
augury Prophezeiung
August August
augustness Erhabenheit
aunt Tante
auntie Tantchen
aunts Tanten
aura Duft
aurae Duefte
aural Ohrsignal
auraly Ohrensignal
auras Duefte
aureole Strahlenkrone
aureoles Strahlenkronen
auricle Ohrmuschel
auricles Ohrmuscheln
auricular Ohren
auspice Schutzherrschaft
auspices Schirmherrschaft
auspiciousness Glueck
austereness Enthaltsamkeit
austerities Einschraenkungen
austerity Einschraenkung
Austrian Oesterreicher
autarchy Alleinherrschaft
authentication Beglaubigung
authentications Beglaubigungen
authenticity Glaubwuerdigkeit
author Autor
authoress Schriftstellerin
authoresses Schriftstellerinnen
authorities Behoerden
authority Autoritaet
authorization Bevollmaechtigung
authorizations Ermaechtigungen
authorizer Bevollmaechtigter
authorizers Bevollmaechtigten
authors Schriftsteller
authorship Urheberschaft
authorships Urheberschaften
auto Auto
autobiographies Autobiographien
autobiography Autobiographie
autocar Kraftfahrzeug
autocars Kraftfahrzeuge
autoclave Dampfkochtopf
autoclaves Dampfkochtoepfe
autocode Autocode
autocorrection Selbstkorrektur
autocorrelation Autokorrelation
autocracies Autokratien
autocracy Autokratie
autocrat Alleinherrscher
autocrats Alleinherrscher
autodial Automatikwahl
autodidact Autodidakt
autogestion Arbeiterselbstverwaltung
autograph Autogramm
autographs Autogramme
autohypnosis Selbsthypnose
automate Automat
automatic Automatik
automatics Automationstheorie
automation Automation
automations Automationen
automatism Automatik
automats Automaten
automobile Auto
automobileUS Personenwagen
automobiles Autos
automotive Fahrzeug
autonavigator Selbststeuersystem
autonomies Autonomien
autonomist Autonomist
autonomists Autonomisten
autonomy Autonomie
autopsies Autopsien
autopsy Obduktion
autorepeat Autowiederholung
autosuggestion Autosuggestion
autotransformer Spartrafo
autumn Herbst
auxiliaries Hilfsverben
auxiliary Neben
availabilities Vorraete
availability Verfuegbarkeit
availableness Nutzbarkeit
availment Inanspruchnahme
avalanche Lawine
avalanches Lawinen
avant-garde Avantgarde
avarice Geiz
avatar Offenbarung
avatars Offenbarungen
avenger Raecher
avenue Strasse
avenues Zugaenge
average Durchschnitt
averages Durchschnitte
averaging Mittelwertbildung
averment Behauptung
averments Behauptungen
averseness Abgeneigtheit
aversenesses Abneigungen
aversion Abneigung
aversions Abneigungen
aviaries Vogelhaeuser
aviarist Vogelzuechter
aviarists Vogelzuechter
aviary Vogelhaus
aviation Fliegen
aviator Flieger
aviators Flieger
aviatrix Fliegerin
aviatrixes Fliegerinnen
avidities Begierden
avidity Begierde
avidness Begierde
avidnesses Begierden
avionic Avionik
avocation Nebenbeschaeftigung
avocations Nebenbeschaeftigungen
avoidance Vermeidung
avoidances Vermeidungen
avoider Ausweichende
avoiders Ausweichenden
avoirdupois Handelsgewicht
avowal Bekenntnis
avowals Bekenntnisse
awakening Erwachen
award Gutachten
awards Praemien
awareness Bewusstsein
awarenesses Kenntnisse
awe Scheu
awesomeness Ungeheuerlichkeit
awfulness Schrecklichkeit
awkwardness Unannehmlichkeit
awl Ahle
awls Ahlen
awning Markise
awnings Sonnensegel
axe Axt
axes Achsen
axial Achsen
axillary Achselhoehle
axiom Axiom
axiomatics Axiomatik
axioms Axiome
axis Achse
axle Welle
aye Ja-Stimme
azimuth Abweichung
azimuths Abweichungen
azote Stickstoff
BabbittUS Spiessbuerger
babble Stoergeraeusch
babbler Schwaetzer
babe Baby
babies Babys
baboon Pavian
baboons Paviane
baby Baby
babyhood Saeuglingsalter
babysitter Babysitter
bacchanals Orgien
bacchus Bacchus
bachelor Junggeselle
bachelorhood Junggesellentum
bachelors Junggesellen
bacillus Bazillus
back Ruecken
back-door Hintertuer
back-spacing Ruecksetzung
backache Rueckenschmerzen
backbencher Hinterbaenkler
backbenchers Hinterbaenkler
backbiter Verleumder
backbiters Verleumder
backbone Rueckgrat
backbones Rueckgrate
backdoor Hintertuer
backdown Rueckzieher
backdowns Rueckzieher
backer Helfer
backers Goenner
backfield Verteidigung
backgammon Backgammon
background Hintergrund
backgrounds Hintergruende
backhand Rueckhand
backhands Rueckhandschlaege
backing Unterstuetzung
backings Unterstuetzungen
backlash Rueckwirkung
backlashes Rueckwirkungen
backlink Rueckverweis
backlock Rueckstand
backlog Rueckstand
backpackUS Rucksack
backpacksUS Rucksaecke
backpipes Dudelsaecke
backplane Rueckwand
backplate Rueckplatte
backrest Lehne
backs Rueckseiten
backside Rueckseite
backsides Rueckseiten
backslash Backslash
backslider Rueckfaellige
backsliders Rueckfaelligen
backspace Backspace
backstage Garderobenraeume
backstairs Hintertreppe
backstop Faenger
backstops Faenger
backstroke Rueckschlag
backstrokes Rueckschlaege
backtrace Ablaufverfolgung
backup Sicherung
backwardness Rueckstaendigkeit
backwardnesses Langsamkeit
backwash Kielwasser
backwater Stauwasser
backwoods Hinterwaelder
backwoodsman Hinterwaeldler
backwoodsmen Hinterwaeldler
bacon Speck
bacteria Bakterien
bactericide Bakterizid
bactericides Bakterizide
bacteriologist Bakteriologe
bacteriologists Bakteriologen
bacteriology Bakterienkunde
bacterium Bakterie
bacteriums Bakterien
Baden-Wuerttemberg Baden-Wuerttemberg
badge Abzeichen
badger Dachs
badgers Dachse
badges Kennzeichen
badinage Neckerei
badinages Neckereien
badman Bandit
badmans Banditen
badness Schlechtigkeit
baffle Umlenkblech
bafflement Verwirrung
bafflingness Verwirrung
bag Tasche
bagatelles Bagatellen
baggage Gepaeck
baggagecar Gepaeckwagen
bagpipe Dudelsack
bagpiper Dudelsackpfeifer
bagpipers Dudelsackpfeifer
bags Koffer
baguette Baguette
bail Kaution
bailer Schoepfeimer
bailers Schoepfeimer
bailiff Gerichtsvollzieher
bailiffs Gerichtsvollzieher
bailiwick Amtsbezirk
bailsman Buerge
bailsmen Buergen
bait Koeder
baiter Hetzer
bakelite Bakelit
baker Baecker
bakeries Baeckereien
bakers Baecker
bakery Baeckerei
baking Einbrennen
balance Bilanz
balances Ausgleiche
balconies Balkone
balcony Galerie
balderdash Quatsch
baldhead Kahlkopf
baldheads Kahlkoepfe
baldness Kahlheit
bale Buendel
balefulness Verderblichkeit
baler Verpacker
balers Verpacker
bales Ballen
balk Hindernis
balkanization Balkanisierung
ball Ball
ballad Lied
balladeer Balladesaenger
balladeers Balladesaenger
balladries Balladendichtungen
balladry Balladendichtung
ballads Lieder
ballast Ballast
ballasts Ballaste
ballet Ballett
ballets Ballette
ballistics Ballistik
balloon Ballon
balloonist Ballonflieger
balloonists Ballonflieger
balloons Ballone
ballot Stimmen
ballotabsentee Stimmschein
ballots Wahlzettel
ballplayer Ballspieler
ballplayers Ballspieler
ballpoint-pen Kugelschreiber
ballroom Ball-
balm Balsam
balminess Milde
baloney Quatsch
balsa Balsa
baluster Gelaendersaeule
balusters Gelaendersaeulen
balustrade Gelaender
balustrades Gelaender
bamboo Bambus
bamboozlement Betrug
ban Verbot
banalities Banalitaeten
banality Banalitaet
banana Banane
bananas Bananen
band Band
bandage Verband
bandages Bandagen
bandanna Taschentuch
bandbox Hutschachtel
bandboxes Hutschachteln
bandeau Stirnband
bandeaux Stirnbaender
bandit Raeuber
bandits Banditen
bandmaster Kapellmeister
bands Gruppen
bandstand Musikpavillon
bandstands Musikpavillons
bandwidth Bandbreite
bandwidths Bandbreiten
bane Ruin
banes Verderben
bang Schlag
bangers Knallkoerper
bangle Amspange
bangsUS Pony
banishment Verbannung
banishments Verbannung
banister Gelaender
bank Gruppe
bankbook Sparbuch
bankbooks Sparbuecher
banker Bankier
bankers Bankiers
banking Bankwesen
banknotes Banknoten
bankrupt Bankrotteur
bankruptcies Konkurse
bankruptcy Konkurs
bankrupts Gemeinschuldner
banks Banken
banner Transparent
banners Banner
banns Aufgebot
banquet Bankett
banqueter Banketteilnehmer
banqueters Banketteilnehmer
banquets Bankette
bans Aufgebot
banshee Todesfee
banshees Todesfeen
bantam Zwerghuhn
bantams Zwerghuehner
banterer Spassvogel
banterers Spassvoegel
baobab Affenbrotbaum
baobabs Affenbrotbaeume
baptism Taufe
baptismal Taufen
baptisms Taufen
baptist Taeufer
baptisteries Taufbecken
baptistery Taufkapelle
baptize Taufe
bar Band
bar-graph Strichskala
barb Widerhaken
barbarian Barbar
barbarianism Barbarei
barbarians Barbaren
barbarism Grausamkeit
barbarity Unmenschlichkeit
barbarousness Grausamkeiten
barbecue Grill
barber Friseur
barbers Friseure
barbershop Friseurladen
barbershops Friseurlaeden
barbiturate Barbitursaeurepraeparat
barbiturates Barbitursaeurepraeparate
barbs Widerhaken
barbwire Stacheldraht
barbwires Stacheldraehte
bard Barde
bardic Barden
barefacedness Frechheit
barefacednesses Frechheiten
bareness Bloesse
bargain Angebot
bargainer Feilscher
bargainers Feilscher
bargains Geschaefte
barge Lastkahn
bargemen Kahnfuehrer
barges Schuten
baritones Baritone
bark Bellen
barkeeper Barbesitzer
barker Beller
barkers Beller
barley Gerste
barmaid Bardame
barmaids Bardamen
barn Scheune
barn-raising Scheunenbau
barnacle Ringelgans
barnacles Ringelgaense
barns Scheunen
barnstable Stall
barnstormer Wanderschauspieler
barnstormers Wanderschauspieler
barnyard Scheunenhof
barnyards Scheunenhoefe
barometer Barometer
barometers Barometer
baron Baron
baroness Baronin
baronesses Baroninnen
baronies Herrschaftsgebiete
barons Barone
barony Herrschaftsgebiet
barrack Baracke
barracks Kaserne
barracudas Barrakudas
barrage Barriere
barrages Staudaemme
barratries Baratterien
barratry Baratterie
barrel Lauf
barrels Faesser
barrenness Unfruchtbarkeit
barricades Barrikaden
barrier Sperre
barriers Hindernisse
barrister Rechtsanwalt
barristers Rechtsanwaelte
barroom Schankstube
barrooms Schankstuben
barrow Karre
barrows Tragen
bars Ausschaenke
bartender Buefettier
bartenders Buefettier
barter Tauschgeschaeft
barterer Tauschhaendler
barterers Tauschhaendler
barters Tauschgeschaefte
base Grund
baseball Baseball
baseband Basisband
baselessness Grundlosigkeit
baseline Grundlinie
baselines Operationslinien
basement Keller
baseness Falschheit
basenesses Gemeinheiten
baseplate Grundplatte
baseregister Basisreegister
baseresistance Basiswiderstand
bases Grundlagen
basevoltage Basisspannung
bash Schlag
basher Schlaeger
bashfulness Verschaemtheit
basicaddress Basisadresse
basics Grundlagen
basil Basilikum
basilica Basilika
basilicas Basiliken
basils Basilienkraeuter
basin Becken
basins Becken
basis Basis
basket Korb
basketry Korbflechten
baskets Koerbe
basketwork Korbgeflecht
bast Bast
bastilles Gefaengnisse
bastinado Bastonade
bastinadoes Bastonaden
bastion Bastion
bastions Bastionen
bat Fledermaus
batch Schwung
batches Haufen
bateau Flussboot
bateaux Flussboote
bath Bad
bather Badegast
bathers Badegaeste
bathhouse Badehaus
bathhouses Baeder
bathos Gemeinplatz
bathrobe Bademantel
bathroom Badezimmer
bathrooms Badezimmer
baths Badeanstalt
bathtub Badewanne
bathysphere Tiefseetaucherkugel
batiste Batist
batistes Batisten
baton Stab
batons Staebe
bats Fledermaeuse
batsman Schlagmann
battalion Bataillon
battalions Bataillone
batteries Batterien
battery Stromversorgung
battiness Verruecktheit
battle Kampf
battlefield Schlachtfeld
battlement Zinnen
battles Kaempfe
battleship Schlachtschiff
battue Kesseltreiben
bauble Spielerei
baubles Spielereien
baud Baud
bauxite Bauxit
Bavaria Bayern
Bavarian Bayer
bawd Kupplerin
bawdiness Unzucht
bawds Kupplerinnen
bawler Schreier
bawlers Schreier
bay Bucht
bayonet Seitengewehr
bayonets Seitengewehre
bays Buchten
bazaar Basar
bazooka Panzerbuechse
beach Strand
beachcomber Strandgutraeuber
beaches Straende
beachhead Ausgangsstellung
beacon Funkfeuer
bead Perle
beadle Buettel
beadles Buettel
beads Perlen
beagle Spuerhund
beak Schnabel
beaker Becher
beakers Becher
beaks Schnaebel
beam Seite
bean Bohne
beans Bohnen
bear Baer
beard Bart
beards Baerte
bearer Traeger
bearings Verhalten
bearishness Plumpheit
bearleader Hofmeister
bearskin Baerenfell
beast Tier
beastliness Gemeinheit
beasts Tiere
beat Runde
beater Klopfer
beatgold Blattgold
beatification Seligsprechung
beatifications Seligsprechungen
beatniks Halbstarken
beattrack Trampelpfad
beau Stutzer
beauteousness Schoenheit
beauteousnesses Schoenheiten
beautician Kosmetikerin
beauticians Kosmetikerinnen
beauties Schoenheiten
beauty Schoenheit
beaver Biber
beaverboard Hartfaserplatte
beavers Biber
beck Wink
becomingness Kleidsamkeit
bed Lager
bedbug Wanze
bedbugs Wanzen
bedclothes Bettwaesche
bedder Schlafraum
bedders Schlafraeume
bedding Bettzeug
bedevilment Verwirrung
bedfellow Schlafkamerad
bedfellows Schlafkameraden
bedlam Tollhaus
bedlams Tollhaeuser
bedouins Beduinen
bedpan Bettpfanne
bedplate Grundplatte
bedrock Grundgestein
bedroom Schlafzimmer
bedrooms Schlafzimmer
beds Betten
bedside Krankenbett
bedspread Bettdecke
bedspreads Bettdecken
bedstead Bettgestell
bedsteads Bettstellen
bedtime Schlafenszeit
bedtimes Schlafenszeiten
bee Wettbewerb
beech Buche
beeches Buchen
beef Rindfleisch
beefs Rinder
beehive Bienenstock
beehives Bienenkoerbe
beekeeper Bienenzuechter
beekeepers Bienenzuechter
beekeeping Bienenzucht
beer Bier
beers Biere
bees Bienen
beeswax Bienenwachs
beet Ruebe
beetle Kaefer
beetles Kaefer
before-image Vorabbildung
begetter Vater
begetters Vaeter
beggar Kerl
beggarliness Armseligkeit
beggars Bettler
beginner Anfaenger
beginners Anfaenger
beginning Anfang
beginnings Anfaenge
beguilement Taeuschung
beguilements Taeuschungen
beguiler Betrueger
beguilers Betrueger
behavior Verhalten
behaviorism Verhaltensforschung
behaviour Benehmen
behaviourisms Verhaltensforschungen
behaviourist Verhaltensforscher
behaviourists Verhaltensforscher
behemoth Riesentier
behemoths Riesentiere
behest Geheiss
behests Geheisse
behind Hintern
behinds Hintern
being Sein
beings Menschen
belatedness Verspaetung
belatednesses Verspaetungen
beldam Ahnfrau
beldams Ahnfrauen
belfries Glockentuerme
belfry Glockenturm
belgium Belgien
beliefs Vorstellungen
belier Luegner
beliers Luegner
believer Glaeubige
believers Glaeubigen
belittlement Verharmlosung
belittlements Verharmlosungen
bell Glocke
bellboy Hotelpage
bellboys Hotelpagen
belle Schoenheit
belles Schoenen
bellflower Glockenblume
bellhop Hotelpage
bellicosities Kriegslueste
bellicosity Kampflust
bellies Baeuche
belligerence Kriegfuehrung
belligerencies Kriegfuehrungen
belligerency Kriegszustand
bellman Ausrufer
bellows Blasebalg
bells Klingeln
bellwether Leithammel
bellwethers Leithammel
belly Bauch
bellybutton Bauchnabel
belongings Eigentum
beloved Geliebten
belt Zone
belts Guertel
bench Bank
benches Baenke
benchmark Bewertung
benchmarks Benchmark-Tests
bend Kurve
bender Sauferei
benders Saufereien
bends Biegungen
benedict Benedikt
benedictine Benediktiner
benedictines Benediktiner
benediction Segnung
benedictions Segnungen
benefaction Wohltat
benefactions Wohltaten
benefactor Wohltaeter
benefice Pfruende
beneficence Wohltaetigkeit
beneficiaries Nutzniesser
beneficiary Nutzniesser
benefit Gewinn
benefits Unterstuetzungsleistungen
benevolence Wohlwollen
benzene Benzol
benzine Benzin
bequeathment Hinterlassenschaft
bequest Nachlass
bequests Vermaechtnis
bereavement Verlust
beret Baskenmuetze
bergs Eisberge
berries Beeren
berry Beere
berth Koje
berths Kojen
beryllium Berryllium
besetment Verfolgung
besetments Verfolgungen
besiegement Belagerung
besiegements Belagerungen
besieger Belagerer
besom Besen
besoms Besen
bestialities Bestialitaeten
bestiality Bestialitaet
bestowal Verleihung
bestowals Schenkungen
bestower Verleiher
bestowers Verleiher
